title,brand,category,subcategory,price,volume,alc,country,url
Beau's Summer Mix Pack 2022,Beau's Brewery,Gifts and Samplers,Taster Packs,19.95,2838,5.0,Canada,https://www.lcbo.com/en/beau-s-summer-mix-pack-2022-27501
Side Launch Easy Breezy Light Lager,Side Launch Brewery,Lager,Pale Lager,10.4,1420,3.8,Canada,https://www.lcbo.com/en/side-launch-easy-breezy-light-lager-25258
Fresh Ideas Dry Hop Hazy IPA,Bell City Brewing,Ale,India Pale Ale (IPA),3.45,473,6.3,Canada,https://www.lcbo.com/en/fresh-ideas-dry-hop-hazy-ipa-22220
Laker Premium Lager,Laker,Lager,Pale Lager,2.0,473,5.0,Canada,https://www.lcbo.com/en/laker-premium-lager-141739
Perth Brewery Razmataz Sour,Perth Brewery,Ale,Sour Ale,3.95,473,4.5,Canada,https://www.lcbo.com/en/perth-brewery-razmataz-sour-26695
Nickel Brook No Bad Daze Easy-Goin' Lager,Nickel Brook,Lager,Pale Lager,2.5,473,4.3,Canada,https://www.lcbo.com/en/nickel-brook-no-bad-daze-dry-hopped-lager-18773
Rouge River Brewery Holy Trinity IPA,Rouge River Brewing Company,Ale,India Pale Ale (IPA),4.5,473,6.8,Canada,https://www.lcbo.com/en/rouge-river-brewery-holy-trinity-ipa-21944
Old Flame Brunette Munich Dunkel,Old Flame,Lager,Dark Lager,3.25,473,4.6,Canada,https://www.lcbo.com/en/old-flame-brunette-munich-dunkel-10609
Beaches Brewing Beach Bound Lager,Beaches Brewing,Lager,Pale Lager,3.3,473,4.5,Canada,https://www.lcbo.com/en/beaches-brewing-beach-bound-lager-15690
Hoegaarden,Hoegaarden,Ale,Wheat Ale,3.4,500,4.9,Belgium,https://www.lcbo.com/en/hoegaarden-667808
Laker Ice,Laker,Lager,Pale Lager,9.95,2130,5.5,Canada,https://www.lcbo.com/en/laker-ice-10229
Broadhead Brewing Pilsner,Broadhead Brewery,Lager,Pale Lager,3.45,473,5.3,Canada,https://www.lcbo.com/en/broadhead-brewing-pilsner-17127
Coors Light,Coors,Lager,Pale Lager,43.95,8184,4.0,Canada,https://www.lcbo.com/en/coors-light-906586
Miller High Life,Miller,Lager,Pale Lager,49.95,10650,4.6,Canada,https://www.lcbo.com/en/miller-high-life-24811
Lake of the Woods Brewing Island Vibe Sour Series Passion Fruit Sour,Lake of the Woods Brewery,Ale,Sour Ale,3.95,473,NULL,NULL,https://www.lcbo.com/en/lake-of-the-woods-brewing-island-vibe-sour-series-passion-fruit-sour-26737
Brickworks Ciderhouse Pina Colada Cider,Brickworks Ciderhouse,Cider,Flavoured Cider,3.5,473,NULL,NULL,https://www.lcbo.com/en/brickworks-ciderhouse-pina-colada-cider-25426
Palm Breweries Rodenbach Grand Cru,Rodenbach,Ale,Sour Ale,3.05,330,6.0,Belgium,https://www.lcbo.com/en/palm-breweries-rodenbach-grand-cru-492207
Mill Street Fruit Market Mixed Pack,Mill Street,Gifts and Samplers,Taster Packs,22.95,2838,5.0,Canada,https://www.lcbo.com/en/mill-street-fruit-market-mixed-pack-25389
Hockley Dark,Hockley Valley Brewing,Ale,Dark Ale,2.95,473,5.0,Canada,https://www.lcbo.com/en/hockley-dark-34660
Lake of the Woods Lakeside Kolsch,Lake Of The Woods,Ale,Lagered Ale,19.75,2838,5.0,Canada,https://www.lcbo.com/en/lake-of-the-woods-lakeside-kolsch-20045
Sleeping Giant Mr. Canoehead,Sleeping Giant,Ale,Pale Ale,3.35,473,5.1,Canada,https://www.lcbo.com/en/sleeping-giant-mr-canoehead-570028
Peroni Nastro Azzurro,Peroni Nastro Azzuro,Lager,Pale Lager,3.35,500,5.1,Italy,https://www.lcbo.com/en/peroni-nastro-azzurro-143891
Blood Brothers Paradise Lost Guava,Blood Brothers Brewing,Ale,Sour Ale,6.5,473,6.0,Canada,https://www.lcbo.com/en/blood-brothers-paradise-lost-guava-26067
Stiegl Grapefruit Radler,Stiegl,Non-Alcoholic & Specialty,Radler & Shandy,3.45,500,2.5,Austria,https://www.lcbo.com/en/stiegl-grapefruit-radler-334052
Muskoka Brewery Peach of Mind,Muskoka Brewery,Ale,Lagered Ale,3.45,473,4.6,Canada,https://www.lcbo.com/en/muskoka-brewery-peach-of-mind-25052
Manitoulin Brewing Killarney Cream Ale,Manitoulin Brewing,Ale,Lagered Ale,3.3,473,5.0,Canada,https://www.lcbo.com/en/manitoulin-brewing-killarney-cream-ale-668277
Perth Brewery Shandy Mac Fierce,Perth Brewery,Non-Alcoholic & Specialty,Radler & Shandy,3.3,473,2.5,Canada,https://www.lcbo.com/en/perth-brewery-shandy-mac-fierce-24571
Amsterdam Space Invader IPA,Amsterdam,Ale,India Pale Ale (IPA),3.45,473,6.0,Canada,https://www.lcbo.com/en/amsterdam-space-invader-ipa-573576
Budweiser,Budweiser,Lager,Pale Lager,2.9,473,5.0,Canada,https://www.lcbo.com/en/budweiser-905976
Partake Brewing Non-Alcoholic IPA,Partake Brewing,Non-Alcoholic & Specialty,Non-Alcoholic Beer,2.0,355,0.3,Canada,https://www.lcbo.com/en/partake-brewing-non-alcoholic-ipa-13654
Amsterdam Helles Golden Lager,Amsterdam,Lager,Pale Lager,3.15,473,4.9,Canada,https://www.lcbo.com/en/amsterdam-helles-golden-lager-24666
Publican House Brewery Yuzu Sour,Publican House Brewery,Ale,Sour Ale,3.65,473,4.0,Canada,https://www.lcbo.com/en/publican-house-brewery-yuzu-sour-24617
The Napanee Beer Company Mayday! Belgian Wheat Beer,The Napanee Beer Company,Ale,Wheat Ale,3.55,473,4.7,Canada,https://www.lcbo.com/en/the-napanee-beer-company-mayday-belgian-wheat-beer-26080
Sawdust City Gnarnia Lil' IPA,Sawdust City Brewing,Ale,India Pale Ale (IPA),4.2,473,5.5,Canada,https://www.lcbo.com/en/sawdust-city-gnarnia-lil-ipa-19262
Molson Canadian,Molson,Lager,Pale Lager,47.95,8520,5.0,Canada,https://www.lcbo.com/en/molson-canadian-905844
Collective Arts Dark Fruit Gose,Collective Arts,Ale,Sour Ale,4.55,473,4.9,Canada,https://www.lcbo.com/en/collective-arts-dark-fruit-gose-25693
Walkerville City Cidery Argyle Apple Cider,Walkerville,Cider,Traditional Cider,3.5,473,5.0,Canada,https://www.lcbo.com/en/walkerville-city-cidery-argyle-apple-cider-15173
Rickard's Red,Rickard'S Red,Ale,Dark Ale,3.05,473,5.2,Canada,https://www.lcbo.com/en/rickard-s-red-16907
Molson Canadian,Molson,Lager,Pale Lager,14.25,2046,5.0,Canada,https://www.lcbo.com/en/molson-canadian-900621
Wellington Brewery Imperial Russian Stout,Wellington Brewery,Ale,Stout & Porter,3.95,473,8.0,Canada,https://www.lcbo.com/en/wellington-brewery-imperial-russian-stout-296269
Signal Brewing Wave Pale Ale,Signal Brewing,Ale,Pale Ale,3.95,473,6.1,Canada,https://www.lcbo.com/en/signal-brewing-wave-pale-ale-14625
Caledon Hills Brewing Companyhot August Nights,Caledon Hills,Lager,Pale Lager,3.35,473,5.0,Canada,https://www.lcbo.com/en/caledon-hills-brewing-companyhot-august-nights-26895
Lakeport Pilsener,Lakeport,Lager,Pale Lager,2.25,473,NULL,Canada,https://www.lcbo.com/en/lakeport-pilsener-2840
Nickel Brook Black Light All Night Stout,Nickel Brook,Ale,Stout & Porter,3.2,473,4.5,Canada,https://www.lcbo.com/en/nickel-brook-cheeky-bastard-552687
Bell City Brewing Too Wound Down Session IPA,Bell City Brewing,Ale,India Pale Ale (IPA),3.25,473,NULL,Canada,https://www.lcbo.com/en/bell-city-brewing-too-wound-down-session-ipa-668863
Omnipollo Orange Pineapple Bianca,NULL,Ale,Sour Ale,5.95,473,NULL,NULL,https://www.lcbo.com/en/omnipollo-orange-pineapple-bianca-24621
Rainhard Brewing Armed N' Citra Dry Hopped Pale Ale,Rainhard Brewing,Ale,Pale Ale,3.85,473,5.2,Canada,https://www.lcbo.com/en/rainhard-brewing-armed-n-citra-dry-hopped-pale-ale-578872
Market Brewing Co. Roam Hazy IPA,Market Brewing,Ale,India Pale Ale (IPA),3.95,473,6.5,Canada,https://www.lcbo.com/en/market-brewing-co-roam-hazy-ipa-18321
Brickworks Ciderhouse Stadium Island Peach Cider,Brickworks Ciderhouse,Cider,Flavoured Cider,3.5,473,4.5,Canada,https://www.lcbo.com/en/brickworks-ciderhouse-stadium-island-peach-cider-478495
Grand River Brewing Cliff Dive IPA,Grand River Brewing,Ale,India Pale Ale (IPA),3.4,473,4.8,Canada,https://www.lcbo.com/en/grand-river-brewing-cliff-dive-ipa-560060
Corona Extra,Corona,Lager,Pale Lager,4.85,710,4.6,Canada,https://www.lcbo.com/en/corona-extra-22683
Cracked Canoe,Cracked Canoe,Lager,Pale Lager,44.95,8520,3.5,NULL,https://www.lcbo.com/en/cracked-canoe-24898
Belgian Moon Light Sky,Belgian Moon,Ale,Wheat Ale,3.1,473,NULL,Canada,https://www.lcbo.com/en/belgian-moon-light-sky-15476
Toboggan Brewing Holy Roller Lager,Toboggan Brewing,Lager,Pale Lager,3.35,473,4.7,Canada,https://www.lcbo.com/en/toboggan-brewing-holy-roller-lager-20046
Furnace Room Brewery Mosaic Pale Ale,Furnace Room Brewery,Ale,India Pale Ale (IPA),3.75,473,5.2,Canada,https://www.lcbo.com/en/furnace-room-brewery-mosaic-pale-ale-24551
Skeleton Park Amber 6.6,Skeleton Crew Brewing,Ale,Pale Ale,3.4,473,6.6,Canada,https://www.lcbo.com/en/skeleton-park-amber-6-6-482059
Bobcaygeon Brewing Dockside,Bobcaygeon Brewing,Ale,Dark Ale,3.45,473,5.0,Canada,https://www.lcbo.com/en/bobcaygeon-brewing-dockside-485870
Beau's Lug Tread 2.5%,Beau's,Ale,Lagered Ale,3.35,473,2.5,Canada,https://www.lcbo.com/en/beau-s-lug-tread-2-5-17671
Sarah Cole Whip Cider,Sarah Cole,Cider,Traditional Cider,3.45,473,6.3,Canada,https://www.lcbo.com/en/sarah-cole-whip-cider-618132
Lowenbrau Original,Lowenbrau,Lager,Pale Lager,2.0,473,5.2,Canada,https://www.lcbo.com/en/lowenbrau-original-397638
Seagram Cider,Seagrams,Cider,Traditional Cider,2.95,473,5.3,Canada,https://www.lcbo.com/en/seagram-cider-279539
Old Milwaukee Ice,Old Milwaukee,Lager,Pale Lager,2.0,473,5.5,Canada,https://www.lcbo.com/en/old-milwaukee-ice-15401
Niagara Cider Rose Gold Berry Soaked Cider,Niagara Cider Company,Cider,Flavoured Cider,3.95,473,6.0,Canada,https://www.lcbo.com/en/niagara-cider-rose-gold-berry-soaked-cider-16150
Tiger Beer,Tiger,Lager,Pale Lager,3.15,500,5.0,Singapore,https://www.lcbo.com/en/tiger-beer-537258
Mill St. Blue Wave,Mill Street,Lager,Pale Lager,3.4,473,4.8,Canada,https://www.lcbo.com/en/mill-st-blue-wave-25078
Broadhead Amber Ale,Broadhead Brewery,Ale,Pale Ale,3.45,473,5.0,Canada,https://www.lcbo.com/en/broadhead-amber-ale-409268
South River Brewing Co. Rowdy Piper IPA,South River Brewing,Ale,India Pale Ale (IPA),3.25,473,4.2,Canada,https://www.lcbo.com/en/south-river-brewing-co-rowdy-piper-ipa-23250
Perth Brewery Easy Amber,Perth Brewery,Ale,Pale Ale,3.25,473,5.0,Canada,https://www.lcbo.com/en/perth-brewery-easy-amber-926964
Steam Whistle Premium Pilsner,Steam Whistle,Lager,Pale Lager,15.25,2130,5.0,Canada,https://www.lcbo.com/en/steam-whistle-premium-pilsner-280081
Walkerville Honest Lager,Walkerville Brewery,Lager,Amber Lager,3.0,473,5.0,Canada,https://www.lcbo.com/en/walkerville-honest-lager-407650
Silversmith Brewing Co The Black Lager,Silversmith Brewing,Lager,Dark Lager,3.65,473,5.0,Canada,https://www.lcbo.com/en/silversmith-brewing-co-the-black-lager-14178
Elora Brewing Friends Forever Pale Ale,Elora Brewing,Ale,Pale Ale,3.55,473,5.5,Canada,https://www.lcbo.com/en/elora-brewing-friends-forever-pale-ale-24573
Moosehead Lager,Moosehead,Lager,Pale Lager,16.95,2838,5.0,Canada,https://www.lcbo.com/en/moosehead-lager-422345
Bitburger Premium Pilsner,Bitburger,Lager,Pale Lager,2.8,500,5.0,Germany,https://www.lcbo.com/en/bitburger-premium-pilsner-394536
Sweetgrass Golden Ale,Sweetgrass,Ale,Pale Ale,3.3,473,4.9,Canada,https://www.lcbo.com/en/sweetgrass-golden-ale-420356
Spitfire Kentish Ale,Spitfire,Ale,Pale Ale,2.65,500,4.2,United Kingdom,https://www.lcbo.com/en/spitfire-kentish-ale-402545
Bellwoods Brewery Brewery Jutsu Pale Ale,Bellwoods Brewery,Ale,Pale Ale,4.5,473,5.6,Canada,https://www.lcbo.com/en/bellwoods-brewery-jutsu-pale-ale-16051
Cowbell Brewing Co. Boxing Bruin IPA,Cowbell Brewing,Ale,India Pale Ale (IPA),3.45,473,6.3,Canada,https://www.lcbo.com/en/cowbell-brewing-co-boxing-bruin-ipa-548313
Stella Artois,Stella Artois,Lager,Pale Lager,50.95,7920,5.0,Canada,https://www.lcbo.com/en/stella-artois-17857
Beyond The Pale Saison Tropicale,Beyond The Pale,Ale,Belgian Ale,4.5,473,7.9,Canada,https://www.lcbo.com/en/beyond-the-pale-saison-tropicale-521914
Quayle's Brewery Fiddle & Field Pale Ale,Quayle'S Brewery,Ale,Pale Ale,3.25,355,5.6,Canada,https://www.lcbo.com/en/quayle-s-brewery-raised-in-a-barn-23124
MacLean's Pale Ale,Maclean's,Ale,Pale Ale,3.25,473,5.2,Canada,https://www.lcbo.com/en/maclean-s-pale-ale-464081
Parsons Brewing Westy Pale Ale,Parson Brewing,Ale,Pale Ale,3.7,473,5.7,Canada,https://www.lcbo.com/en/parsons-brewing-westy-pale-ale-17273
Lost Craft Revivale,Lost Craft,Ale,Lagered Ale,3.15,473,4.8,Canada,https://www.lcbo.com/en/lost-craft-revivale-456996
Pabst Blue Ribbon,Pabst,Lager,Pale Lager,23.95,5676,4.9,Canada,https://www.lcbo.com/en/pabst-blue-ribbon-566505
Corona Extra,Corona,Lager,Pale Lager,18.95,2838,4.6,Canada,https://www.lcbo.com/en/corona-extra-17817
Keller Premium Lager,Keller,Lager,Pale Lager,2.25,500,5.0,Belgium,https://www.lcbo.com/en/keller-premium-lager-141242
The Red Thread Brewing Co Make Tracks Craft Lager,The Red Thread Brewing,Lager,Pale Lager,3.25,473,5.0,Canada,https://www.lcbo.com/en/the-red-thread-brewing-co-make-tracks-craft-lager-547026
Corona Extra,Corona,Lager,Pale Lager,30.5,3960,4.6,Canada,https://www.lcbo.com/en/corona-extra-17849
Corona Extra,Corona,Lager,Pale Lager,3.4,473,4.6,Canada,https://www.lcbo.com/en/corona-extra-17853
Golden Pheasant Beer,Golden Pheasant,Lager,Pale Lager,2.9,500,4.6,Slovakia,https://www.lcbo.com/en/golden-pheasant-beer-536789
Trappistes Rochefort Triple Extra,Rochefort,Ale,Belgian Ale,4.3,330,7.5,Belgium,https://www.lcbo.com/en/trappistes-rochefort-triple-extra-20039
Hop City Hightop Hopper Creamsicle Ale,Hop City Brewing,Ale,Pale Ale,3.2,473,NULL,NULL,https://www.lcbo.com/en/hop-city-hightop-hopper-creamsicle-ale-25670
Ottakringer Helles,Ottakringer,Lager,Pale Lager,2.7,500,NULL,Austria,https://www.lcbo.com/en/ottakringer-helles-114124
Nickel Brook Lemon Lime Sour Radler,Nickel Brook Brewery,Non-Alcoholic & Specialty,Radler & Shandy,3.55,473,2.5,Canada,https://www.lcbo.com/en/nickel-brook-lemon-lime-sour-radler-24569
Bud Light,Bud Light,Lager,Pale Lager,46.95,9548,4.0,Canada,https://www.lcbo.com/en/bud-light-679779
Mill Street Session IPA,Mill Street,Ale,India Pale Ale (IPA),3.55,473,4.7,Canada,https://www.lcbo.com/en/mill-street-session-ipa-25076
Mill Street Organic Lager,Mill Street,Lager,Pale Lager,28.95,4092,4.2,Canada,https://www.lcbo.com/en/mill-street-organic-lager-522847
Sleeman Clear Peach 2.0,Sleeman,Ale,Flavoured & Spiced Beer,3.0,473,4.0,Canada,https://www.lcbo.com/en/sleeman-clear-peach-2-0-20091
Caledon Hills Brewing Buck's Town Bock,Caledon Hills Brewing,Lager,Dark Lager,4.0,473,7.5,Canada,https://www.lcbo.com/en/caledon-hills-brewing-buck-s-town-bock-24576
Lakeport Pilsener,Lakeport,Lager,Pale Lager,40.95,8184,5.0,Canada,https://www.lcbo.com/en/lakeport-pilsener-696906
Blanche De Chambly,Blanche De Chambly,Ale,Wheat Ale,3.1,473,5.0,Canada,https://www.lcbo.com/en/blanche-de-chambly-697698
Cameron's Coast to Coast Dry Hopped Lager,Cameron's,Lager,Pale Lager,3.35,473,5.2,Canada,https://www.lcbo.com/en/cameron-s-12-mile-lager-535229
Coors Light,Coors,Lager,Pale Lager,47.95,8520,4.0,Canada,https://www.lcbo.com/en/coors-light-906644
Blackburn Brewhouse Crick Water IPA,Blackburn Brew House,Ale,India Pale Ale (IPA),3.25,473,6.6,Canada,https://www.lcbo.com/en/blackburn-brewhouse-crick-water-ipa-21995
MacLean's Grapefruit Lager,Maclean's Brewing,Ale,Flavoured & Spiced Beer,3.3,473,4.0,Canada,https://www.lcbo.com/en/maclean-s-grapefruit-lager-26820
Walkerville Easy Stout,Walkerville Brewery,Ale,Stout & Porter,3.3,473,5.5,Canada,https://www.lcbo.com/en/walkerville-easy-stout-453985
Molson Canadian,Molson,Lager,Pale Lager,29.95,5115,5.0,Canada,https://www.lcbo.com/en/molson-canadian-688135
Kirin Ichiban,Kirin Brewery,Lager,Pale Lager,3.1,473,5.0,Canada,https://www.lcbo.com/en/kirin-ichiban-17652
Bellwoods Brewery Roman Candle,Bellwoods Brewery,Ale,India Pale Ale (IPA),5.0,473,6.8,Canada,https://www.lcbo.com/en/bellwoods-brewery-roman-candle-16874
Equals Brewing Shake Lager,Equals Brewing,Lager,Pale Lager,3.0,473,4.5,Canada,https://www.lcbo.com/en/equals-brewing-shake-lager-21817
Beau's Radler,Beau's,Non-Alcoholic & Specialty,Radler & Shandy,2.95,473,2.5,Canada,https://www.lcbo.com/en/beau-s-radler-20224
Mill Street Original Organic Lager,Mill Street,Lager,Pale Lager,19.25,2838,4.2,Canada,https://www.lcbo.com/en/mill-street-original-organic-lager-516880
Kronenbourg 1664 Blanc,Kronenbourg 1664,Ale,Wheat Ale,3.35,500,5.0,France,https://www.lcbo.com/en/kronenbourg-1664-blanc-379958
The Second Wedge Reticent Fox orange- eel pale ale,The Second Wedge Brewing,Ale,Sour Ale,3.5,473,NULL,Canada,https://www.lcbo.com/en/the-second-wedge-reticent-fox-orange-eel-pale-ale-24624
Hacker Pschorr Keller Bier,Hacker Pschorr,Lager,Pale Lager,2.6,500,5.5,Germany,https://www.lcbo.com/en/hacker-pschorr-keller-bier-16936
Muskoka Black Raspberry Thunder,Muskoka Brewery,Ale,India Pale Ale (IPA),3.75,473,6.0,Canada,https://www.lcbo.com/en/muskoka-black-raspberry-thunder-648956
Molson Canadian,Molson,Lager,Pale Lager,43.95,8184,5.0,Canada,https://www.lcbo.com/en/molson-canadian-900779
Royal City Exhibition Session IPA,Royal City,Ale,India Pale Ale (IPA),3.35,473,4.5,Canada,https://www.lcbo.com/en/royal-city-exhibition-session-ipa-13660
Mackinnon Brewing 8 Man English Pale Ale,MacKinnon Brewing,Ale,Pale Ale,3.35,473,5.5,Canada,https://www.lcbo.com/en/mackinnon-brewing-8-man-english-pale-ale-453449
IX Poets Brewing Hazy Mariner Cloudy IPA,IX Poets Brewing,Ale,India Pale Ale (IPA),3.5,473,5.3,Canada,https://www.lcbo.com/en/ix-poets-brewing-hazy-mariner-cloudy-ipa-18342
Carling Old Vienna,Carling,Lager,Amber Lager,28.95,5325,5.0,Canada,https://www.lcbo.com/en/carling-old-vienna-360446
D'ont Poke The Bear Cider,D'Ont Poke The Bear,Cider,Traditional Cider,3.35,473,5.6,Canada,https://www.lcbo.com/en/d-ont-poke-the-bear-cider-573428
Leffe Brune,Leffe,Ale,Belgian Ale,15.95,1980,6.5,Belgium,https://www.lcbo.com/en/leffe-brune-68049
Cowbell Brewing Co. Hazy Days IPA,Cowbell Brewing,Ale,India Pale Ale (IPA),3.5,473,6.0,Canada,https://www.lcbo.com/en/cowbell-brewing-co-hazy-days-ipa-15116
Shillow Beer Company Beer Snob,Shillow,Ale,Pale Ale,3.4,473,6.0,Canada,https://www.lcbo.com/en/shillow-beer-company-beer-snob-528513
Bud Light,Bud Light,Lager,Pale Lager,29.95,5115,4.0,Canada,https://www.lcbo.com/en/bud-light-612515
Pommies Cider,Pommies,Cider,Traditional Cider,3.4,473,5.0,Canada,https://www.lcbo.com/en/pommies-cider-453118
GoodLot Farmstead Ale,GoodLot Farmstead Brewing,Ale,Pale Ale,3.35,473,6.2,Canada,https://www.lcbo.com/en/goodlot-farmstead-ale-569228
Guinness Blonde American Lager,Guinness,Lager,Pale Lager,2.85,473,5.0,United States,https://www.lcbo.com/en/guinness-blonde-american-lager-433623
Michelob Ultra,Michelob,Lager,Pale Lager,58.95,10650,4.0,Canada,https://www.lcbo.com/en/michelob-ultra-15596
Bellwoods Brewery Wizard Wolf Pale Ale,Beau's Brewery,Ale,Pale Ale,4.5,473,4.8,Canada,https://www.lcbo.com/en/bellwoods-brewery-wizard-wolf-pale-ale-26920
Chimay Premiere,Chimay,Ale,Belgian Ale,9.05,750,7.0,Belgium,https://www.lcbo.com/en/chimay-premiere-198069
Whitewater Brewing Peanut Butter & Raspberry Shake,Whitewater Brewing,Ale,Stout & Porter,3.95,473,NULL,Canada,https://www.lcbo.com/en/whitewater-brewing-peanut-butter-raspberry-shake-23007
Brava Premium Lager,Brava,Lager,Pale Lager,40.95,8184,5.0,Canada,https://www.lcbo.com/en/brava-premium-lager-616946
Brickworks Ciderhouse Lemonade Cider Radler,Brickworks Ciderhouse,Non-Alcoholic & Specialty,Radler & Shandy,3.5,473,3.3,Canada,https://www.lcbo.com/en/brickworks-ciderhouse-lemonade-cider-radler-10574
Miller High Life,Miller,Lager,Pale Lager,2.3,473,4.6,Canada,https://www.lcbo.com/en/miller-high-life-562603
Brickworks Ciderhouse Mix Pack,Brickworks Ciderhouse,Cider,Mixed Pack Cider,20.95,2838,6.0,Canada,https://www.lcbo.com/en/brickworks-ciderhouse-mix-pack-25425
Cameron's Ambear Red Ale,Cameron's,Ale,Dark Ale,3.35,473,5.0,Canada,https://www.lcbo.com/en/cameron-s-ambear-red-ale-445072
Beyond The Pale Pink Fuzz,Beyond The Pale,Ale,Wheat Ale,3.85,473,6.0,Canada,https://www.lcbo.com/en/beyond-the-pale-pink-fuzz-421412
Abbot Ale,Abbot,Ale,Pale Ale,2.45,500,5.0,United Kingdom,https://www.lcbo.com/en/abbot-ale-16329
Moosehead Radler Mixed Pack,Moosehead,Non-Alcoholic & Specialty,Radler & Shandy,29.95,4260,4.0,Canada,https://www.lcbo.com/en/moosehead-radler-mixed-pack-24897
Nickel Brook Head Stock West Coast-Style IPA,Nickel Brook,Ale,India Pale Ale (IPA),3.6,473,7.0,Canada,https://www.lcbo.com/en/nickel-brook-head-stock-ipa-275172
Brew Aid Game Face Lager,Tomorrow Brew Co.,Lager,Pale Lager,3.25,473,4.5,Canada,https://www.lcbo.com/en/tomorrow-brew-co-brew-aid-18322
Trestle Brewing Company Golden Ale,Trestle Brewing,Ale,Pale Ale,3.45,473,5.0,Canada,https://www.lcbo.com/en/trestle-brewing-company-golden-ale-540245
Deschutes King Crispy Pilsner,Deschutes,Lager,Pale Lager,12.9,1420,4.8,United States,https://www.lcbo.com/en/deschutes-king-crispy-pilsner-25021
Somersby Blackberry Cider,Somersby,Cider,Flavoured Cider,3.35,473,4.5,Canada,https://www.lcbo.com/en/somersby-blackberry-cider-15564
Market Brewing Bear Hug IPA,Market Brewing,Ale,India Pale Ale (IPA),4.0,473,7.0,Canada,https://www.lcbo.com/en/market-brewing-bear-hug-ipa-513010
Karbon Brewing Co. J.E.D.I Hazy IPA,Karbon Brewing,Ale,India Pale Ale (IPA),3.45,473,6.5,Canada,https://www.lcbo.com/en/karbon-brewing-co-j-e-d-i-hazy-ipa-22575
Amsterdam Neon Haze Hazy IPA,Amsterdam,Ale,India Pale Ale (IPA),3.35,473,5.7,Canada,https://www.lcbo.com/en/amsterdam-neon-haze-hazy-ipa-16896
Colllingwood Freestyle Tiki Time Session IPA,Collingwood Brewery,Ale,India Pale Ale (IPA),3.55,473,4.4,Canada,https://www.lcbo.com/en/colllingwood-freestyle-tiki-time-session-ipa-27065
Bourgogne Des Flanders Blond,Bourgogne Des Flanders,Ale,Sour Ale,3.55,330,5.0,Belgium,https://www.lcbo.com/en/bourgogne-des-flanders-blond-25314
Powerhouse Brewing Homecoming Pale Ale,Powerhouse Brewery,Ale,Pale Ale,3.65,473,5.5,Canada,https://www.lcbo.com/en/powerhouse-brewing-homecoming-pale-ale-11137
Eagle Banana Bread Beer,Charles Wells,Ale,Flavoured & Spiced Beer,3.25,500,5.2,United Kingdom,https://www.lcbo.com/en/eagle-banana-bread-beer-516682
Henninger Lager,Henninger,Lager,Pale Lager,13.6,3000,4.8,Germany,https://www.lcbo.com/en/henninger-lager-666883
Louis Cifer Coconut Lemongrass Thai-Pa,Louis Cifer,Ale,Flavoured & Spiced Beer,3.35,473,6.5,Canada,https://www.lcbo.com/en/louis-cifer-coconut-lemongrass-thai-pa-11300
Corona Extra,Corona,Lager,Pale Lager,53.95,8520,4.6,Canada,https://www.lcbo.com/en/corona-extra-20634
Rolling Rock,Rolling Rock,Lager,Pale Lager,17.5,2838,4.5,Canada,https://www.lcbo.com/en/rolling-rock-496950
Magners Original Irish Cider,Magners,Cider,Traditional Cider,3.45,500,4.5,Ireland,https://www.lcbo.com/en/magners-original-irish-cider-699389
Hacker Pschorr Munich Gold,Hacker Pschorr,Lager,Pale Lager,3.5,500,NULL,Germany,https://www.lcbo.com/en/hacker-pschorr-munich-gold-247478
Orleans Brewing Co. Kolsch Me Ousside,Orleans Brewing,Ale,Lagered Ale,3.2,473,4.8,Canada,https://www.lcbo.com/en/orleans-brewing-co-kolsch-me-ousside-561001
